profile	case	verdict	assertion	detail
small-local	16-reasoning-x-structured-output	PASS	google / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	google / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	google / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	google / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	16-reasoning-x-structured-output	PASS	anthropic / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	16-reasoning-x-structured-output	PASS	anthropic / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	16-reasoning-x-structured-output	PASS	google / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	16-reasoning-x-structured-output	PASS	google / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }, UsageNotReported
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): no junk-frame text reached the user as answer content	""
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=None id=call_bad name=get_weather reason=UnparseableArguments raw="{\"city\":\"Par"                                     OK id=call_c name=get_time emulated=false args={"zone":"CET"}
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): no junk-frame text reached the user as answer content	""
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	anthropic / stream(): no junk-frame text reached the user as answer content	""
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=toolu_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=toolu_bad name=MISSING reason=MissingName raw=""                                     OK id=toolu_c name=get_time emulated=false args={"zone":"CET"}
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	anthropic / complete(): no junk-frame text reached the user as answer content	""
small-local	17-tools-x-malformed-frames	PASS	google / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	google / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
small-local	17-tools-x-malformed-frames	PASS	google / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	google / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	google / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	google / stream(): no junk-frame text reached the user as answer content	""
small-local	17-tools-x-malformed-frames	PASS	google / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
small-local	17-tools-x-malformed-frames	PASS	google / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	google / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_slot_0 name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=MISSING name=MISSING reason=MissingName raw="{\"city\":\"Paris\"}"                                     OK id=call_slot_2 name=get_time emulated=false args={"zone":"CET"}
small-local	17-tools-x-malformed-frames	PASS	google / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
small-local	17-tools-x-malformed-frames	PASS	google / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
small-local	17-tools-x-malformed-frames	PASS	google / complete(): no junk-frame text reached the user as answer content	""
small-local	18-error-echo-every-adapter	PASS	openai-compatible / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
small-local	18-error-echo-every-adapter	PASS	openai-compatible / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
small-local	18-error-echo-every-adapter	PASS	anthropic / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
small-local	18-error-echo-every-adapter	PASS	anthropic / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
small-local	18-error-echo-every-adapter	PASS	google / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
